Unnamed: 0,NOAH SAMSEN,sentiment,cluster
687,i also knew my husband in highschool but we didn t date until college we started off as good friends and built a strong foundation of trust before we finally pursued each other romantically he is especially in touch with his emotions and has never been afraid to share them with me we dated for 8 months before agreeing to marry and we ve been inseparable ever since i think more men just need to be more honest and willing to share their emotions to form deeper relationships too many people are looking for quick hookups now which almost always ends in dissapointment true love takes time and effort,5,1
688,finding that right partner is very difficult you were incredibly lucky to find them in high school,2,2
689,no one is dating in high school anymore and people change overtime and become more transactional,5,0
690,cringe is when woman exist ayo these misogynists kinda based maybe they should stop existing as well,1,0
691,the fruit animals im dying,5,0
692,the healthy bois rant is unironically a decent recitation of kant s categorical imperative,3,0
693,that first guy that keeps popping up sounds so insecure and so stupid he is so easy to see right through it s sad truly he also seems like he has the intellectual capacity emotional maturity of an 8 yr old,1,1
694,matthew husey is not red pill,1,0
695,how far back do these guys have to hold their head to force those stupid ideas out of their mouth even the first guy talks so you can see up his nose,1,1
696,get over it feminist,1,0
697,liberal destroyed,1,0
698,great comeback bro you totally destroyed that liberal,5,2
699,is the music from bomberman sorrry super distracted go off mister,1,0
700,i don t want men to pay for anything because it makes me feel like i m being pressured into fucking them if i say no,1,1
701,man i remember when in an ice cream parlor there was a couple ahead of us in line and the woman paid for both ice creams and the woman who attended like congratulated her saying that we had to remove that idea that men had to pay for everything and it was turn of women to invite stuff too or something along the lines,1,1
702,women will marry who they can and men will marry who they want so is the implication here that when the men marry who they want the woman they re marrying don t want them,3,1
703,another banger keep coming for him sponsors we need more noah 3,1,0
704,for the algorithm love your work my dude,5,0
705,you gotta do the pink pill now for equality,5,2
706,the chill lofi christian music playing behind the guy saying you care too much about the b tch is really the icing on the cake for me,4,1
707,despite my disagreement with the red pill community many of their statements are valid only when in contact with toxic females and the strategies that they present are usually use for men who have little to no experience with women or have a very negative response where they have a high experience with negative females the community perpetuates stigma which leads men to actually openly seek out the women that they complain about because they seem more genuine in the same way women choose to guys who are assholes because they have a perceived notion in their head that most men are assholes but they re just hiding it both sides are hurt,2,1
708,men i hate it when women give up sex so freely also men goes to a strip club men sex workers are awful people who should be ashamed of themselves also men logs on to the hub 10 seconds later i really don t understand how they can be so contradictory they literally support the women they supposedly have problems with they re like if someone said i don t like it when people do drugs and then goes out on a street corner to sell crack they re literally the source of their own problems strip clubs brothels sex work phub would not exist if it weren t for men and their lust but no its all women s fault,1,1
709,we live in a society that if you tell women there actions are not very good for relationships or marriages you will be called a misogynist and then you wonder why men are not taking a lot of you women seriously i doubt noah samson will ever have a debate with one of these red pill content creators who have statistics and everything and can show you how much the dating game and women behavior have changed ever since the introduction of social media in the late 2000s and early 2010s men simply do not hate women men have just adapted to the game and will not be manipulated by the mind games some of these women play,1,1
710,lol dude litteraly said we live in a society has to be a troll,1,0
711,see what i mean so many of these dudes literally tell young boys that woman play mind games and are manipulative due to their own experience instead of giving an actual lesson,1,1
712,that s because have of it is literally just saying woman should always be traditional submissive housewives that s the problem so please stop,1,1
713,i don t care what you do i wanna watch it,5,2
714,please please please do a video on what to do if a feminist is accused of being a man hater if she doesn t equally advocate for men s rights i can t find a good video for the life of me only women hating videos,1,1
715,i don t know of any video but this argument sees bizarre it implies that everyone who isn t actively advocating for a given cause is automatically and actively against it doesn t it,1,1
716,i am thankful i never fell for this clown sh1t even when i was in these circles and who is supposed to pay for the date it depends,5,1
717,i think who pays depends like very complex 1 you can t ask someone out and expect them to pay 2 your incomes should be taken into consideration like is one of you in full time employment while other is a university student is one of you mainteined by your parents 3 if you are a lesbian couple and a straight dude makes a threesome joke request he now is legally obligated to take you to the date if you want to and needs to shut up and pay,2,2
718,thanks for another banger noah love the videos every time you release one,5,2
719,my dude where are you did you get trapped in the backrooms,5,2
720,it is not our responsibility to reduce our carbon footprint cooperations sell this idea to use they f g sell it to us they profit from it it s disgusting,1,1
721,this sounds like my relationship i dont get to have friends especially any guys which 75 of my friends have been guys my whole life so i have noone to see or talk to i have to be there 24 7 365 i wasnt even there for my bunny that passed bc he wants me with him i cant do things on my own the youtubers i watch in his words are losers and pathetic anything i like is stupid my choices and feeling are not valid to him now i start freaking out when im by myself i always feel like im going to do something wrong and get yelled at it really hurts that i dont feel like myself at all anymore its quite scary sad and even a bit dangerous at this point with other things going on i want to show him this video but i know he wont listen or give it a chance,1,1
722,i am redpiller but hey imo you might be in abusive relationship maybe try moving back in with parents to get away from him or you could just break up with him even though i know it might not be easy,3,2
723,11 20 homestuck music,5,0
724,good stuff,5,0
725,the thing about the guy talking about paying for dates is that so many men will pay if he likes the woman enough and i m willing to bet he would too,2,1
726,this thumbnail is fire,5,0
727,those fruit animals were arabic puns and they made me laugh thank you for representing post ironic arabic internet humor,1,0
728,the maplestory music took me on a really aggressive flashback that i wasn t prepared for tysm,2,0
729,i paid for one of your meals today so i get your body it just doesn t make sense how they don t see that as a trap is beyond me i can t think of another situation where that mindset would be ok if it was that important it d be discussed beforehand but you ll also find they tend to just leave it unsaid until the bill is paid well after the time that you can opt out gracefully every girl i personally know would either split or not let the guy pay because they feel like they re obligated to do something in return and don t want that what s funny is that there s a lot of guys who react negatively when hearing split check and that s a bad look but among friends it s normally the party that invites is the one that pays and that s to avoid split check hassle if we re offered a split we take it this is just between my husband and i another couple we re friends with and we ve talked about how we probably have equaled out in paid bills after all these years of mutual i ll treat tonight dinners no wife swapping needed,3,1
730,or or maybe everyone should pay for what they eat drink why do people pay for others aren t you on a date to get to know the person you re with why should they pay for you just because they asked you out didn t you accept to go on that date because you were interested as well or are you doing them a favour on going to the date so they sould pay you not talking about you but in general i just don t get how it s not how everyone operates it seems so logical and basic for example when i asked my friends if they want to go eat to a new restaurant they don t expext me to pay for them so i don t get they idea that someone has to pay for your meal,2,2
731,submit to yeouuw,1,0
732,why are yyou looking so cold in this video are you cold do you need a blanket or sth,1,2
733,where s the bisexual lighting noah,1,0
734,your hair is so slick,2,0
735,sorry had to skip this one not enough bisexual lighting,1,0
736,i love how being red pilled has evolved so far beyond it s original meaning like it s literally estrogen lmao,5,0
737,lmaoooo those animals pics i wish yall can read arabic,1,0
738,noah why is the alpha male podcast in my recommended videos now,5,0
739,you re a pretty enlightened human being i hope it rubs off on me a little,4,2
740,or a lot,3,0
741,what the hell is this confrrence full of women being talked down to by a 14 year old given a microphone talking about the double standard of well if you make a man pay for the meal then you deserve to be r ped ok have fun in prison,1,1
742,very good very nice,5,0
743,this is literally advice for self sabotage for empathy is one of the most important qualities and strengths a human being can show,5,1
744,the random arab aunty morning pics were so random,1,0
745,if i were to ever have a girlfriend which i wont because i am gay i would definitely talk to her about politics and serious topics with her consent of course because that s what i m interested in,3,1
746,yes quote that bell hooks,1,0
747,18 36 i ve never seen a more profound sadness in someone s eyes before,1,0
748,i love your videos so much in a clearly empath goofball kind of way 3,5,0
749,the empath arc hahaha noah i frickin love you,5,2
750,should always be a split i m not your dad lol,1,0
751,the answer to the who should pay question is whoever asked to go on the date if i asked you out i should be expected to pay,1,1
752,i think i have the perfect answer for the who should pay for the date question who proposed the date if it s your idea you pay for it i remember many times in my younger and poorer days asking a friend if they wanted to go grab lunch or dinner and them responding with i can t afford it my response was always i didn t ask if you can afford it i asked if you wanted to the man generally plans the first date in heterosexual relationships so yeah they should be expected to pay don t invite someone on an 1 on 1 excursion unless you plan on footing the bill it s about spending time with them don t make them consider finances when considering hanging out with you,5,1
753,cis hetero normative holy fuck man,1,0
754,it s accurate i know it s sounds cringe but it is often the truth,4,0
755,big words scary waaahhhh,3,0
756,i m struggling to see the problem,3,1
757,i think it makes the most sense for the person who asked to go on a date to also be the one to pay on a first date of course you can still decide to do it differently nothing wrong with splitting the bill either,4,1
758,red pill in a nutshell got hurt by a girl and rationalise it with toxicity narcissism and lack of self reflection then believe that they ve found the secret to all women black pill in a nutshell keeps getting rejected by women for utter lack of self awareness and or personal hygiene grooming and blames the world for being short and or ugly tired of these clowns,1,1
759,to be fair you can t deny that ugly people are treated horribly and are seen in a more negative way no matter what they do it s a bias that most if not all humans have they deserve empathy synpathy and deserve to be heard unless of course they start lashing out like most incels or at least a very vocal fraction of them do,2,1
760,just got my favorite moment of the day the first video of this guy played where he said something like if a woman cant completely submit to you and my phone slipped in my hand so i accidentally clicked on some random video that i must have started watching at some and it started playing somewhere in the middle with the amazingly fitting sentence and this might be the reason why you re still single im dead,5,1
761,i feel like all these redpill dudes are serial cheaters and domestic abusers,1,0
762,please let them expose themselves so that emotionally grounded people can dodge them,1,0
763,9 10 no bisexual lighting,5,0
764,noah went outside just to flex the arc teryx,1,0
765,in the relationship the person that cares more is always at a disadvantage that person is going to be used be her partner simply because the other one cares less the real question is how to make the other person care more the man should be attractive to get attention from other women so his girl should be always afraid he might leave for better hotter younger gal it is called the dread game and it is mostly passive you don t hit on every waitress at the restaurant it is actually desperate behavior you have to be attractive enough the other women will give you the look,2,1
766,this assumes that relationships must be zero sum and transactional which reflects more about you than people in general,5,2
767,_ even when you re in a relationship you must play this silly mind game _ your existence feels exhausting,5,2
768,is he recording behind an elementary school well you blue pill guys do like children s schools,5,2
769,meanwhile in any given incel redpill community it s natural for men to want to date much younger girls,3,1
770,you think alphas actually exist don t you,1,2
771,this comment says a lot about you,5,2
772,ask a dutch crowd who should pay and the answer is both the men and the woman get out a calculator and ask the waiter to split the bill into exactly who ate what,1,1
773,the memes in the intro is extra punny if you speak arabic,2,2
774,14 45 the guys speak truth women are the gatekeepers of _box_ and men are the gatekeepers of commitment any decent looking woman can have fun with virtually any guy she meets the guys are mostly rejected that is why we respect men who have the skill to _game_ multiple women and we don t respect women who were with many men bc for girls it requires no skill the real chellange for girls is not getting _box_ but getting relations high value man is most likely happy to score but he is not willing to offer the commitment the true man s power in the dating scene comes from offering the ring which they should never offer in the current legal system divorce law,2,1
775,these kind of sentiments are only valid if the women in question want to conform to traditional values and gender roles which is why such advice leaves so many redpill guys even more frustrated when they still do not find success bc all the logic and science used to support the redpill draws conclusions based on rigid assumptions about traditional values and gender roles often resulting in the redpill talking points drive young men towards even more radical and extreme ideology so a good example why the redpill ideology is not effective,2,1
